timestamp,source,Longitude,Latitude,statecode,lganame,lgacode,wardname,wardcode,settlementname,Primary settlements,settlementid,globalid,Status,GDB Health Facility Name,health facility_longitude,health facility_latitude,Population under 1 year,Population under 5 years,Distance from Health facility to Settlement
20170508113504+01:00,eHA_Polio,9.69104196,11.81157383,BA,Itas/Gadau,5010,Abdallawa,BA1004,Gidan Gagare,,3858820,33eb40ef-e21b-4dd3-94e4-7c078c121d0e,GDB Settlements,Gambara Health Post,9.690673,11.82812,,,
20170508113505+01:00,eHA_Polio,9.71625045,11.84588742,BA,Itas/Gadau,5010,Abdallawa,BA1004,Gidan Mai Katanga,,3674953,b92b86e9-1ec9-427f-b5ed-08eda44e9904,RI Settlements existing in the GBD,Gambara Health Post,9.690673,11.82812,6,35,4
20170508113505+01:00,eHA_Polio,9.67931135,11.86175113,BA,Itas/Gadau,5010,Abdallawa,BA1004,Gidan Shekare,7,3908835,bf6e95a2-8113-4750-bc4c-503611a2f5a8,RI Settlements existing in the GBD,Gambara Health Post,9.690673,11.82812,1,8,9
20170508113504+01:00,eHA_Polio,9.71613463,11.83555491,BA,Itas/Gadau,5010,Abdallawa,BA1004,Gugudan,,3892142,2fad2750-6a9d-49b3-b9e9-3b0e3984ea04,RI Settlements existing in the GBD,Gambara Health Post,9.690673,11.82812,52,323,4
20170508113504+01:00,eHA_Polio,9.72577589,11.84953062,BA,Itas/Gadau,5010,Abdallawa,BA1004,Jura ,,3708168,2e3977e1-64c1-4720-babc-17a7e0c88fb8,RI Settlements existing in the GBD,Gambara Health Post,9.690673,11.82812,42,216,5
20170508113506+01:00,eHA_Polio,9.72543097,11.8474663,BA,Itas/Gadau,5010,Abdallawa,BA1004,Jura Fulani,,3791684,f3d12b44-4f5b-4d0c-8153-9d3d95a4d464,RI Settlements existing in the GBD,Gambara Health Post,9.690673,11.82812,42,216,5
20170508113505+01:00,eHA_Polio,9.73384908,11.84110628,BA,Itas/Gadau,5010,Abdallawa,BA1004,Rigar  Dangogo,,3674968,5b3ef115-f7ab-42c9-bd4b-c76fe0b283f3,RI Settlements existing in the GBD,Gambara Health Post,9.690673,11.82812,5,30,6
20171014171641+01:00,Bauchi RI,9.716234933,11.83474727,BA,Itas/Gadau,5010,Abdallawa,BA1004,Rigar Jauro Damina,,3749669,0c192da1-50be-49d5-880a-b17e26079cb8,RI Settlements collected from the field,Gambara Health Post,9.690673,11.82812,42,216,4
20170508113505+01:00,eHA_Polio,9.68981371,11.80198155,BA,Itas/Gadau,5010,Abdallawa,BA1004,Rugan Alhaji Burga,,3842130,5d0471b8-b8dc-4220-9ddb-890220af69db,GDB Settlements,Gambara Health Post,9.690673,11.82812,,,
20170508113505+01:00,eHA_Polio,10.06655715,11.96519248,BA,Itas/Gadau,5010,Atafowa,BA1012,Atafowa,,3675416,61c3814f-1509-432d-a158-1798ce3ddc8f,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06341333,11.96461333,264,1618,1
20170508113505+01:00,eHA_Polio,10.12475702,11.92944685,BA,Itas/Gadau,5010,Atafowa,BA1012,Bagalu,,3859382,560c75c7-80ee-4a8f-adcd-c7e80f164ed0,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06308,11.96475,27,137,10
20171014171640+01:00,Bauchi RI,10.104632,11.994505,BA,Itas/Gadau,5010,Atafowa,BA1012,Digizori,,3900255,c64ba78d-9d68-4f27-bac0-a5a34c9af802,RI Settlements collected from the field,Atafowa Primary Health Center,10.06308,11.96475,22,109,9
20170508113506+01:00,eHA_Polio,10.10557438,11.96667758,BA,Itas/Gadau,5010,Atafowa,BA1012,Dunari ,,3742115,ff2b6ca2-b8c1-481f-b847-e1f9e644ea5b,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06308,11.96475,181,1101,6
20171026192334+01:00,eHA_Polio,10.10529915,11.93294271,BA,Itas/Gadau,5010,Atafowa,BA1012,Dunari Fulani,,3742114,f380f793-9590-4e0b-b880-c5fcf3095856,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06308,11.96475,181,1101,9
20170508113504+01:00,eHA_Polio,10.05337834,11.94778117,BA,Itas/Gadau,5010,Atafowa,BA1012,Garin Malam ,,3892616,2b622d0f-b9f4-4d14-bfec-3cb55c30a928,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06308,11.96475,143,913,3
20170508113504+01:00,eHA_Polio,10.06298121,11.9281368,BA,Itas/Gadau,5010,Atafowa,BA1012,Lamba,,3875984,249848a4-371e-4ff9-b9bc-ecd87ee858a5,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06308,11.96475,26,142,5
20171014171641+01:00,Bauchi RI,10.08116266,11.93326003,BA,Itas/Gadau,5010,Atafowa,BA1012,Rigar Naji,,3867045,ea824056-fbbd-43f5-b413-9bbf611b44aa,RI Settlements collected from the field,Atafowa Primary Health Center,10.06341333,11.96461333,26,142,5
20171014171641+01:00,Bauchi RI,10.03640463,11.92418398,BA,Itas/Gadau,5010,Atafowa,BA1012,Sabon Sara,,3733155,acfe0c7b-a0c3-438a-a5a0-001aac5b7550,New Settlements,Atafowa Primary Health Center,10.06341333,11.96461333,,,
20170508113504+01:00,eHA_Polio,10.04323255,11.92534679,BA,Itas/Gadau,5010,Atafowa,BA1012,Sabon Sara,,3825772,07037c95-6168-42e3-a2e7-aa3ce3b57e12,RI Settlements existing in the GBD,Atafowa Primary Health Center,10.06341333,11.96461333,1,5,6
20171014172140+01:00,Bauchi RI,10.06957,11.936022,BA,Itas/Gadau,5010,Atafowa,BA1012,Shabewa,,3850246,4f63be71-8958-44ea-9f1a-29ef23955e5b,RI Settlements collected from the field,Atafowa Primary Health Center,10.06341333,11.96461333,23,136,4
20170508113505+01:00,eHA_Polio,10.11968001,12.01009551,BA,Itas/Gadau,5010,Atafowa,BA1012,Babu Wuri,,3808911,a55f49b2-3106-4d70-895d-194d9bc4184b,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,9,51,2
20170508113506+01:00,eHA_Polio,10.12261652,11.99809202,BA,Itas/Gadau,5010,Atafowa,BA1012,Bakar Kuka,,3876047,d51ed0d8-4ca0-4372-a5ca-a0e6080f37e6,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,73,434,1
20170508113505+01:00,eHA_Polio,10.19766686,12.07108551,BA,Itas/Gadau,5010,Atafowa,BA1012,Gafchal,,3825979,affa0818-473e-4abd-96cf-e091f10a1175,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,11,63,15
20170508113505+01:00,eHA_Polio,10.19560642,12.05219236,BA,Itas/Gadau,5010,Atafowa,BA1012,Garin Gayya,,3742225,9195700f-80f9-4ef8-8da0-efcafa13b3ec,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,13,76,15
20170508113505+01:00,eHA_Polio,10.17923371,12.05534835,BA,Itas/Gadau,5010,Atafowa,BA1012,Garin Zabe,,3842762,b10bc77e-08ae-4ba9-b442-3b6d37fdee36,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,13,73,13
20171014171641+01:00,Bauchi RI,10.18808,12.013731,BA,Itas/Gadau,5010,Atafowa,BA1012,Gidan Buba,,3783233,4ed5185a-3446-475d-9f00-493c5d76f702,New Settlements,Bukar Kuka Maternity,10.12141,12.00138,,,
20170508113505+01:00,eHA_Polio,10.21634651,12.06604782,BA,Itas/Gadau,5010,Atafowa,BA1012,Hadibiya ,,3892794,c52db9e3-687d-4934-bc3c-0aa3759e3690,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,13,71,18
20171014171641+01:00,Bauchi RI,10.130724,12.010405,BA,Itas/Gadau,5010,Atafowa,BA1012,Kadirawa,,3816642,8fa7507e-3df6-4f14-a289-00f7f39406c4,RI Settlements collected from the field,Bukar Kuka Maternity,10.12141,12.00138,17,85,3
20170508113504+01:00,eHA_Polio,10.14434025,12.01994987,BA,Itas/Gadau,5010,Atafowa,BA1012,Kyallori,,3792252,32237962-affe-426d-b2b1-40f2c54e90b3,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,7,44,4
20171014171641+01:00,Bauchi RI,10.18255852,12.02606769,BA,Itas/Gadau,5010,Atafowa,BA1012,Maduliyal,,3733170,442e8a56-7868-48cf-876c-fa960a983797,RI Settlements collected from the field,Bukar Kuka Maternity,10.12141,12.00138,0,0,9
20170508113505+01:00,eHA_Polio,10.19598167,12.03809496,BA,Itas/Gadau,5010,Atafowa,BA1012,Nasarawa,,3725625,c09ef700-a5bd-4d5f-8cda-2e5eaf2f039c,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,2,11,17
20170508113506+01:00,eHA_Polio,10.19864782,12.0460384,BA,Itas/Gadau,5010,Atafowa,BA1012,Shambala,,3692126,d79deca3-e257-4d30-bc32-e2fc7ec40ada,RI Settlements existing in the GBD,Bukar Kuka Maternity,10.12141,12.00138,3,15,17
20170508113506+01:00,eHA_Polio,10.15240736,12.0096753,BA,Itas/Gadau,5010,Atafowa,BA1012,Alhajeri ,,3792262,eda57309-870a-4968-af7b-790c7bf921b7,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,13,80,6
20171014171640+01:00,Bauchi RI,10.155593,11.992403,BA,Itas/Gadau,5010,Atafowa,BA1012,Baushe Na Gyala,,3749694,f800bc93-2cad-490e-a37b-e322e81c2ce3,New Settlements,Sharifori Health Post,10.12961,11.97108,,,
20171014171640+01:00,Bauchi RI,10.135938,11.954862,BA,Itas/Gadau,5010,Atafowa,BA1012,Dumugu,,3883579,ed43e490-79e9-4922-927e-04cd4a6066f9,RI Settlements collected from the field,Sharifori Health Post,10.12961,11.97108,0,2,3
20180128001726+01:00,Bauchi RI,10.160851,11.956096,BA,Itas/Gadau,5010,Atafowa,BA1012,Garin Ali,,3651156,1041f0b1-e356-4f5f-9006-b207b10d77e8,RI Settlements collected from the field,Sharifori Health Post,10.12961,11.97108,12,55,5
20170508113504+01:00,eHA_Polio,10.16836222,11.99268438,BA,Itas/Gadau,5010,Atafowa,BA1012,Garin Babangida,,3758869,28c80042-8b26-4638-8e2a-9e59964a008a,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,7,40,7
20170508113505+01:00,eHA_Polio,10.16072366,12.00165092,BA,Itas/Gadau,5010,Atafowa,BA1012,Garin Ganoda,,3708767,c7ae2526-aa51-47d6-b93f-2d11e1b61280,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,10,48,6
20170508113506+01:00,eHA_Polio,10.16780834,11.9717796,BA,Itas/Gadau,5010,Atafowa,BA1012,Garko,,3909452,d2d3b7b2-37b5-4229-bbd0-eb7d9493d0cd,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,14,83,5
20171014171641+01:00,Bauchi RI,10.15433578,11.9869829,BA,Itas/Gadau,5010,Atafowa,BA1012,Gidan Duruma,,3850253,18e49ebf-5636-45ff-be65-6e81963373cd,RI Settlements collected from the field,Sharifori Health Post,10.12961,11.97108,6,32,5
20170508113504+01:00,eHA_Polio,10.13319144,11.93619476,BA,Itas/Gadau,5010,Atafowa,BA1012,Malele,,3792235,0500cd8c-9a47-4a68-8698-f1ff2247d732,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,5,32,6
20170508113504+01:00,eHA_Polio,10.12944784,11.97313097,BA,Itas/Gadau,5010,Atafowa,BA1012,Sharifoli Amadu,,3708743,31948f28-c6c2-47ca-9fae-13982ab16fc1,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,116,693,1
20170508113505+01:00,eHA_Polio,10.13014776,11.97436252,BA,Itas/Gadau,5010,Atafowa,BA1012,Sharifoli Dinya,,3825875,64724729-dbd1-4c7d-b63a-ff5d67377442,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,116,693,1
20170508113505+01:00,eHA_Polio,10.13161223,11.97369833,BA,Itas/Gadau,5010,Atafowa,BA1012,Sharifoli Nasarawa,,3675485,3d971a43-6546-429b-9987-15695e54ffb6,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,116,693,1
20170508113505+01:00,eHA_Polio,10.12765804,11.97259512,BA,Itas/Gadau,5010,Atafowa,BA1012,Sharifoli Yamma,,3775709,c1177db1-8c42-4d53-bf42-d600b10b98f1,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,116,693,1
20170508113505+01:00,eHA_Polio,10.16050571,11.9939732,BA,Itas/Gadau,5010,Atafowa,BA1012,Turu Sabuwa,,3825902,7278f5f0-2fdf-429d-bc11-91148fe85981,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,6,27,6
20170508113505+01:00,eHA_Polio,10.15466173,11.99892549,BA,Itas/Gadau,5010,Atafowa,BA1012,Turu Tsohuwa,,3892713,89287c3f-db13-4b74-af08-044eba67c49a,RI Settlements existing in the GBD,Sharifori Health Post,10.12961,11.97108,6,37,5
20171112223428+01:00,Bauchi RI,9.741975544,11.74876566,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Gabas Tsangaya,,3749673,bb37354a-bb14-4419-bfbb-38bdd4732be2,RI Settlements collected from the field,Bambal Gabas Primary Health Center,9.738757,11.7471,10,56,1
20170508113505+01:00,eHA_Polio,9.73152976,11.74556792,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Unguwar Yamma,,3674965,c6d21c0c-027c-4814-8e1d-c488a0e49684,GDB Settlements,Bambal Gabas Primary Health Center,9.738757,11.7471,,,
20170508113505+01:00,eHA_Polio,9.73448192,11.74534918,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Yamma Tsangaa,,3658412,b886b0f8-8797-4b1e-be2b-4f55b786ebce,RI Settlements existing in the GBD,Bambal Gabas Primary Health Center,9.738757,11.7471,85,460,2
20170508113506+01:00,eHA_Polio,9.731225,11.74468935,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Yamma Umguwar Kudu,,3791698,f1facb85-a501-4f53-a1fb-a021ecc220a5,RI Settlements existing in the GBD,Bambal Gabas Primary Health Center,9.738757,11.7471,85,460,2
20170508113505+01:00,eHA_Polio,9.73287726,11.7455908,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Yamma Unguwar Gabas,,3858859,8a9e42c7-53ea-46a6-adc5-96512a53f01c,RI Settlements existing in the GBD,Bambal Gabas Primary Health Center,9.738757,11.7471,85,460,2
20170508113505+01:00,eHA_Polio,9.68911308,11.73320797,BA,Itas/Gadau,5010,Bambal,BA1008,Duhuwa  ,,3674914,95da3731-059d-43bb-a489-320432e2b3b3,RI Settlements existing in the GBD,Bambal Gabas Primary Health Center,9.738757,11.7471,77,441,7
20170508113506+01:00,eHA_Polio,9.75497073,11.73455267,BA,Itas/Gadau,5010,Bambal,BA1008,Girimbo ,,3858895,fbe2d837-828c-4306-87af-2524dc20d32f,RI Settlements existing in the GBD,Bambal Gabas Primary Health Center,9.738757,11.7471,29,168,5
20171014171640+01:00,Bauchi RI,9.756015181,11.7340501,BA,Itas/Gadau,5010,Bambal,BA1008,Girmbo Yamma,,3699601,7f0b10a6-5668-4da7-a496-e9391cb713ff,New Settlements,Bambal Gabas Primary Health Center,9.738757,11.7471,,,
20170508113505+01:00,eHA_Polio,9.671878,11.72772823,BA,Itas/Gadau,5010,Bambal,BA1008,Jauro Sale Kwasan,,3842105,ba2066f4-5c9b-4c33-9d03-4a4c5d424690,RI Settlements existing in the GBD,Bambal Gabas Primary Health Center,9.738757,11.7471,0,2,9
20170508113505+01:00,eHA_Polio,9.69209948,11.72721557,BA,Itas/Gadau,5010,Bambal,BA1008,Jauro Tata,,3825328,75ac48d4-04fe-4eb7-b50e-0e33236b3ba1,GDB Settlements,Bambal Gabas Primary Health Center,9.738757,11.7471,,,
20171014171641+01:00,Bauchi RI,9.745366,11.749974,BA,Itas/Gadau,5010,Bambal,BA1008,Kauye Madugu,,3850213,9b878cf6-581c-4873-8bb0-35560ba6d63e,New Settlements,Bambal Gabas Primary Health Center,9.738757,11.7471,,,
20180128001726+01:00,Bauchi RI,9.713586718,11.72331972,BA,Itas/Gadau,5010,Bambal,BA1008,Kuwan Yamma,,3784636,188f8bce-240a-4b7e-985b-6db9101601d7,RI Settlements collected from the field,Bambal Gabas Primary Health Center,9.738757,11.7471,13,74,6
20180128001726+01:00,Bauchi RI,9.745623,11.732583,BA,Itas/Gadau,5010,Bambal,BA1008,Kuwon Gabas,,3834849,5b9e2a80-caf1-4d10-a65e-970e0bf94ca1,RI Settlements collected from the field,Bambal Gabas Primary Health Center,9.738757,11.7471,13,74,4
20170508113505+01:00,eHA_Polio,9.74098034,11.73115461,BA,Itas/Gadau,5010,Bambal,BA1008,Kuwon Tsakiya ,,3825383,b8a3c900-934b-4d74-83c9-cbfbff22160c,GDB Settlements,Bambal Gabas Primary Health Center,9.738757,11.7471,,,
20170508113506+01:00,eHA_Polio,9.64904681,11.76162909,BA,Itas/Gadau,5010,Bambal,BA1008,Dattiga,,3775086,e6b2de9b-d5db-4141-a295-f38e0bb1b63d,GDB Settlements,Garin Dole Health Post,9.66178,11.75928,,,
20170508113505+01:00,eHA_Polio,9.661817,11.75525923,BA,Itas/Gadau,5010,Bambal,BA1008,Dingire Gabas,,3791615,6e368b5a-daa2-4387-9110-78120c408b6a,RI Settlements existing in the GBD,Garin Dole Health Post,9.66178,11.75928,6,36,15
20171013212510+01:00,Bauchi RI,9.65573687,11.74129111,BA,Itas/Gadau,5010,Bambal,BA1008,Maijigawa,,3733128,fd1ebe52-aae5-45b5-96f6-1e34beab2502,RI Settlements collected from the field,Garin Dole Health Post,9.66178,11.75928,7,41,17
20170508113504+01:00,eHA_Polio,9.62449539,11.74677552,BA,Itas/Gadau,5010,Bambal,BA1008,Manunu,,3875398,1458a74b-ca4d-4260-bf31-e918761c349d,RI Settlements existing in the GBD,Garin Dole Health Post,9.66178,11.75928,18,100,20
20170508113506+01:00,eHA_Polio,9.66883533,11.76163993,BA,Itas/Gadau,5010,Bambal,BA1008,Dogon Gawo,,3674890,fc2d423a-cdc3-41dd-9ba8-59ac75296117,RI Settlements existing in the GBD,Madobiyya Durrum Health Post,9.676692,11.76004,8,43,10
20180128001726+01:00,Bauchi RI,9.658472182,11.75867009,BA,Itas/Gadau,5010,Bambal,BA1008,Garin dole,,3851623,ba189883-ce57-4210-a5b1-1066e8a44bb1,RI Settlements collected from the field,Madobiyya Durrum Health Post,9.676692,11.76004,52,236,9
20170508113505+01:00,eHA_Polio,9.68049077,11.74949844,BA,Itas/Gadau,5010,Bambal,BA1008,Gidan Amar  ,,3858810,b692e0d5-1813-4ded-aca1-2fb35bf2cb53,RI Settlements existing in the GBD,Madobiyya Durrum Health Post,9.676692,11.76004,55,311,8
20170508113505+01:00,eHA_Polio,9.6772334,11.75272648,BA,Itas/Gadau,5010,Bambal,BA1008,Gidan Duru ,,3892102,caea62a2-0552-4653-98eb-74ca66626d1e,RI Settlements existing in the GBD,Madobiyya Durrum Health Post,9.676692,11.76004,7,39,4
20171014171641+01:00,Bauchi RI,9.677559,11.760251,BA,Itas/Gadau,5010,Bambal,BA1008,Madobiya,,3649737,25c7bccd-a0c1-4326-bd44-98c21c755433,New Settlements collected based on JSI data collection,Madobiyya Durrum Health Post,9.676692,11.76004,,,
20170508113505+01:00,eHA_Polio,9.68227259,11.77162578,BA,Itas/Gadau,5010,Bambal,BA1008,Talai,,3791638,613c93c0-c3eb-468b-9773-abde513670f8,RI Settlements existing in the GBD,Madobiyya Durrum Health Post,9.676692,11.76004,10,55,12
20170508113505+01:00,eHA_Polio,9.67467742,11.77045896,BA,Itas/Gadau,5010,Bambal,BA1008,Tsaba,,3858803,8115fac5-2d69-4d1e-8aac-46b57edd0d67,RI Settlements existing in the GBD,Madobiyya Durrum Health Post,9.676692,11.76004,10,58,11
20170508113505+01:00,eHA_Polio,9.74251261,11.74921896,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Gari Unguwar Gabas,,3825384,b0c810af-fb93-4b87-b4fe-03f4199ba891,GDB Settlements,Not in ward,,,,,
20170508113505+01:00,eHA_Polio,9.74015741,11.74835411,BA,Itas/Gadau,5010,Bambal,BA1008,Bambal Gari Unguwar Yamma,,3825381,be47639f-d311-496f-b582-5e2f1058a367,GDB Settlements,Not in ward,,,,,
20171014171641+01:00,Bauchi RI,9.770664704,11.73589824,BA,Itas/Gadau,5010,Bambal,BA1008,Rigar Ade Girmbo,,3649741,ed43acb6-5616-44d4-b343-b11281ddc334,New Settlements,Not in ward,,,,,
20171014171640+01:00,Bauchi RI,9.904495652,11.90483567,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Akayi ,,3900234,d89d2ac6-7dd1-4872-bcc6-3eba052f76bc,RI Settlements collected from the field,Gamsha Health Clinic,9.85911,11.88248,7,40,8
20171014171640+01:00,Bauchi RI,9.855315,11.881338,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gamsha ,,3733142,88e23afb-888a-401b-ac09-2e41f8a90257,RI Settlements collected from the field,Gamsha Health Clinic,9.85911,11.88248,125,859,1
20171013225935+01:00,Bauchi RI,9.91862237,11.90038893,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Garado,,3699610,914349b1-6954-4321-a371-044d5084ad2e,RI Settlements collected from the field,Gamsha Health Clinic,9.85911,11.88248,10,73,14
20171112223428+01:00,Bauchi RI,9.866988,11.912848,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gidan Kwalan A,,3799775,b5eb2733-b65f-4ea5-a0bc-84bf011c94b3,RI Settlements collected from the field,Gamsha Health Clinic,9.85911,11.88248,9,60,5
20171013223139+01:00,Bauchi RI,9.89782634,11.92331707,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Giji Giji ,,3766483,7192debf-4a7e-4286-804e-a7192ec2c54d,RI Settlements collected from the field,Gamsha Health Clinic,9.85911,11.88248,4,31,9
20171014171641+01:00,Bauchi RI,9.854413,11.881091,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Gubdori ,,3766480,e27a421b-53c9-4416-8dc2-b0ae2dd7b2c3,RI Settlements collected from the field,Gamsha Health Clinic,9.85911,11.88248,81,473,1
20170508113505+01:00,eHA_Polio,9.814715477,11.88351592,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Rimin Tsamiya,,3675073,c58f7a24-28e5-48c4-af70-ff251401fa26,RI Settlements existing in the GBD,Gamsha Health Clinic,9.85911,11.88248,6,37,7
20170508113505+01:00,eHA_Polio,9.84254123,11.86741369,BA,Itas/Gadau,5010,Bilkicheri,BA1007,Sabon Sara ,,3691645,a51edb99-26b2-46cb-bdc8-959e9fa36f07,RI Settlements existing in the GBD,Gamsha Health Clinic,9.85911,11.88248,43,288,4
